time,x,y
0,500.0,500.0
4,501.9998666693333,499.98000066665776
8,503.9989334186634,499.9200106660978
12,505.9964006479445,499.82005399352045
16,507.9914693969173,499.68017063026196
20,509.9833416646828,499.5004165278026
24,511.9712207288919,499.2808635853866
28,513.9543114644237,499.0215996212637
32,515.9318206614246,498.72272833756267
36,517.9029573425825,498.38436927881213
40,519.8669330795061,498.0066577841242
44,521.822962308087,497.58974493306056
48,523.7702626427134,497.133797485203
52,525.7080551892155,496.63899781345134
56,527.6355648564114,496.10554383107706
60,529.552020666134,495.5336489125606
64,531.4566560616117,494.92354180824407
68,533.3487092140814,494.2754665528346
72,535.227423327509,493.5896823677935
76,537.0920469412982,492.86646355765106
80,538.9418342308651,492.1060994002885
84,540.776045305957,491.3088940312308
88,542.5939465066,490.4751663219963
92,544.394810696552,489.60524975255254
96,546.1779175541483,488.6994922779284
100,547.9425538604203,487.7582561890373
104,549.6880137843737,486.78191796776497
108,551.4135991653113,485.77086813638243
112,553.1186197920883,484.7255111013416
116,554.8023936791874,483.6462649915187
120,556.4642473395036,482.5335614909678
124,558.1035160537305,481.3878456662534
128,559.7195441362392,480.2095757884292
132,561.3116851973434,478.9992231497365
136,562.8793024018469,477.7572718750928
140,564.4217687237691,476.48421872844887
144,565.9384671971472,475.1805729140895
148,567.4287911628145,473.8468558729588
152,568.8921445110551,472.48360107409053
156,570.327941920041,471.09135380122774
160,571.7356090899523,469.67067093471655
164,573.1145829726896,468.22212072876135
168,574.4643119970859,466.7462825841308
172,575.7842562895277,465.2437468164052
176,577.0738878898969,463.715114419858
180,578.3326909627483,462.16099682706647
184,579.5601620036366,460.5820156643463
188,580.7558100405114,458.9788025031098
192,581.9191568300998,457.35199860724566
196,583.049737049197,455.70225467662175
200,584.1470984807896,454.03023058681396
204,585.2108021949363,452.33659512516493
208,586.2404227243338,450.62202572327783
212,587.2355482344987,448.88720818605276
216,588.1957806884948,447.132836417374
220,589.1207360061435,445.35961214255775
224,590.0100442176505,443.5682446276712
228,590.8633496115883,441.7594503958358
232,591.6803108771767,439.9339529406273
236,592.460601240802,438.0924824366882
240,593.2039085967226,436.2357754476674
244,593.9099356319068,434.3645746316047
248,594.5783999449538,432.47962844387763
252,595.2090341590516,430.58169083782894
256,595.8015860289224,428.6715209631956
260,596.3558185417193,426.7498828624587
264,596.8715100118266,424.8175451652373
268,597.3484541695319,422.8752807808459
272,597.7864602435316,420.92386658914194
276,598.1853530372359,418.96408312978343
280,598.544972998846,416.9967142900241
284,598.865176285172,415.0225469911686
288,599.1458348191686,413.04237087381455
292,599.3868363411644,411.05697798200697
296,599.5880844537639,409.067162446431
300,599.7494986604055,407.0737201667703
304,599.8710143975583,405.0774484933579
308,599.9525830605479,403.07914590824663
312,599.9941720229966,401.0796117058267
316,599.995764649874,399.07964567311916
320,599.9573603041505,397.0800477698711
324,599.8789743470523,395.08161780858296
328,599.7606381319174,393.08515513459383
332,599.6023989916537,391.0914583063541
336,599.4043202198076,389.1013247760129
340,599.1664810452469,387.1155505704475
344,598.8889766004702,385.13492997286363
348,598.5719178835553,383.1602552050923
352,598.2154317137619,381.192316110712
356,597.8196606808044,379.23189983912164
360,597.3847630878195,377.2797905306913
364,596.9109128880457,375.3367690031166
368,596.3982996152448,373.40361243910195
372,595.8471283078914,371.48109407549794
376,595.2576194271595,369.5699828940167
380,594.6300087687414,367.67104331364965
384,593.9645473685325,365.7850348849102
388,593.26150140222,363.9127119860233
392,592.5211520788168,362.0548235211846
396,591.743795528181,360.2121126210084
400,,
404,,
408,,
412,,
416,,
420,,
424,,
428,,
432,,
436,,
440,,
444,,
448,,
452,,
456,,
460,,
464,,
468,,
472,,
476,,
480,,
484,566.0581201279201,324.9245395274509
488,564.5434998334371,323.6184797922226
492,563.0030629995892,322.34297164667066
496,561.4374257805712,321.09852527704686
500,559.8472144103956,319.88563844530665
504,558.2330649524082,318.704796290011
508,556.5956230448703,317.5564711322778
512,554.9355436427127,316.44112228685924
516,553.2534907555621,315.35919587842244
520,551.5501371821464,314.31112466310526
524,549.8261642411838,313.2973278554198
528,548.0822614988648,312.31821096057183
532,546.3191264930346,311.3741656122648
536,544.5374644541871,310.4655694160508
540,542.737988023383,309.5927857982939
544,540.9214169672017,308.75616386080424
548,539.0884778898452,307.95603824120195
552,537.2399039425055,307.1927289790667
556,535.3764345301144,306.4665413879261
560,533.4988150155905,305.7777659331342
564,531.6077964217054,305.1266781156893
568,529.7041351306832,304.51353836203737
572,527.7885925816587,303.93859191990475
576,525.8619349661111,303.4020687602025
580,523.9249329213983,302.90418348504096
584,521.9783612225117,302.44513524189176
588,520.022998472177,302.02510764393156
592,518.0596267894233,301.64426869659934
596,516.0890314967455,301.3027707303962
600,514.1120008059867,301.00075033995546
604,512.129325503063,300.7383283294063
608,510.1417986316602,300.51560966405407
612,508.1502151760269,300.33268342839534
616,506.1553717429913,300.18962279048543
620,504.1580662433291,300.08648497267205
624,502.1590975726096,300.02331122870714
628,500.1592652916487,300.00012682724605
632,498.1593693066946,300.01694104174015
636,496.16020954947646,300.0737471467279
640,494.162585657242,300.17052242052466
644,492.1672966529135,300.3072281543113
648,490.1751406254891,300.483809667617
652,488.18691441081825,300.7001963301907
656,486.2034132728773,300.9563015902527
660,484.22543058567516,301.2520230091135
664,482.253757515914,301.5872423021485
668,480.28918270653304,301.96182538611015
672,478.332491961262,302.375622432759
676,476.3844679303103,302.82846792879377
680,474.44588979731685,303.3201807420539
684,472.5175329676876,303.8505641939701
688,470.60016875844326,304.41940613823334
692,468.69456408970296,305.0264790456504
696,466.8014811779266,305.6715400951524
700,464.921677231038,306.3543312709204
704,463.0559041455523,307.0745794655877
708,461.204908205827,307.8319965894797
712,459.36942978555834,308.62627968584553
716,457.55020305164174,309.457111052037
720,455.7479556705148,310.32415836658527
724,453.96340851710016,311.227074822125
728,452.1972753864657,312.1654992641126
732,450.4502627083155,313.1390563352835
736,448.72306926442764,314.1473566257898
740,447.01638590915064,315.1899968289592
744,445.3308952930713,316.266559902612
748,443.667271589963,317.3766152358728
752,442.02618022712574,318.51971882140873
756,440.4082776192236,319.69541343302694
760,438.8142109057281,320.9032288085583
764,437.2446176920707,322.14268183795673
768,435.7001257946091,323.4132767565363
772,434.1813529895095,324.71450534327045
776,432.6889067656438,326.04584712407416
780,431.2233840816026,327.40676957998596
784,429.7853711269195,328.79672836016897
788,428.37544308760295,330.2151674996436
792,426.9941639160701,331.66151964166636
796,425.6420861055725,333.1352062646649
800,424.3197504692072,334.6356379136388
804,423.02768592359763,336.16221443593406
808,421.76640927733473,337.71432522129584
812,420.5364250242603,339.2913494461045
816,419.33822514167593,340.89265632169685
820,418.17228889355897,342.51760534667307
824,417.0390826388629,344.165546563089
828,415.93905964498055,345.83582081643016
832,414.87265990644255,347.5277600192654
836,413.84030996892596,349.24068741847225
840,412.8424227586412,350.97391786593005
844,411.87939741716747,352.726758092569
848,410.95161914180113,354.4985069856695
852,410.0594590314822,356.2884558692972
856,409.2032739383595,358.09588878776447
860,408.3834063250545,359.92008279200246
864,407.6001841276812,361.76030822873196
868,406.85392062467577,363.61582903231414
872,406.14491431148923,365.4859030191677
876,405.47344878119367,367.3697821846316
880,404.8397926110484,369.26671300215804
884,404.2441992550729,371.17593672471185
888,403.6869069426683,373.0966896882601
892,403.16813858332927,375.02820361722695
896,402.6881016774826,376.9697059317941
900,402.2469882334903,378.920420056922
904,401.84497469084846,380.8795657329698
908,401.48222184961406,382.84635932778883
912,401.15887480608694,384.82001415016447
916,400.8750628947733,386.799740764483
920,400.63089963665357,388.7847473064945
924,400.4264826937755,390.77423980004886
928,400.2618938301907,392.76742247467456
932,400.1371988792501,394.7634980838774
936,400.0524477172716,396.7616682240275
940,400.0076742435899,398.76113365371094
944,400.00289636699756,400.7610946134148
948,400.0381159985815,402.7607511454211
952,400.1133190509586,404.75930341377875
956,400.22847544391067,406.7559520242275
960,400.38353911641593,408.74989834394466
964,400.57844804507283,410.740344820988
968,400.8131242689087,412.7264953033056
972,401.087473920563,414.7075553571863
976,401.40138726383293,416.68273258502217
980,401.75473873756675,418.6512369422576
984,402.1473870058861,420.6122810533958
988,402.5791750147191,422.5650805269396
992,403.04993005461915,424.5088542691362
996,403.55946382984695,426.4428247964056
1000,404.10757253368615,428.3662185463226
1004,404.6940369299632,430.27826618703233
1008,405.3186224407391,432.1782029249722
1012,405.98107924013715,434.06526881077895
1016,406.68114235427026,435.938709043259
1020,407.41853176722674,437.797774271298
1024,408.1929525330733,439.64172089359226
1028,409.00409489382895,441.4698113560782
1032,409.8516344033645,443.2813144469452
1036,410.7352320571765,445.07550558910987
1040,411.6545344279847,446.8516671300377
1044,412.60917380709776,448.60908862879404
1048,413.5987683514926,450.34706714021144
1052,414.62292223654566,452.0649074960579
1056,415.6812258143583,453.7619225830956
1060,416.77325577760985,455.4374336179161
1064,417.89857532887527,457.09077041844535
1068,419.05673435533805,458.72127167200733
1072,420.2472696088296,460.32828519984037
1076,421.469704891122,461.91116821795987
1080,422.7235512444013,463.46928759426345
1084,424.0083071468439,465.0020201017752
1088,425.32345871321877,466.50875266792826
1092,426.66847990043436,467.9888826197857
1096,428.04283271794924,469.44181792510165
1100,429.4459674429608,470.866977429126
1104,430.8773228402873,472.2637910870592
1108,432.33632638685435,473.63170019206194
1112,433.82239450069625,474.9701575987307
1116,435.3349327743816,476.27862794194886
1120,436.87333621276787,477.556587851025
1124,438.4369894749914,478.80352615903473
1128,440.02526712059563,480.01894410728056
1132,441.63753385969926,481.20235554478853
1136,443.2731448071031,482.3532871227622
1140,444.93144574023626,483.47127848391597
1144,446.61177336083557,484.5558824466117
1148,448.3134555602571,485.6066651837255
1152,450.03581168830976,486.6232063961728
1156,451.7781528255068,487.60509948102236
1160,453.53978205862427,488.5519516941319
1164,455.319994759457,489.46338430724074
1168,457.1180788666604,490.3390327594559
1172,458.9333151705659,491.17854680307164
1176,460.7649776008546,491.98159064366394
1180,462.6123335169764,492.7478430744036
1184,464.4746440011957,493.4769976045349
1188,466.35116415414956,494.16876258196777
1192,468.2411433927965,494.8228613099346
1196,470.14382575064064,495.4390321576654
1200,,
1204,,
1208,,
1212,,
1216,,
1220,,
1224,,
1228,,
1232,,
1236,,
1240,,
1244,493.68567277533873,499.8004472520033
1248,495.6828114791271,499.90676595343905
1252,497.6816770007621,499.9731232805658
1256,499.6814698206862,499.99949269133754
1260,501.681390048435,499.9858636383415
1264,503.6806377425827,499.9322415730172
1268,505.6784132307078,499.8386479434759
1272,507.6739174292519,499.7051201859214
1276,509.6663521631417,499.53171170967636
1280,511.6549204850494,499.3184918758193
1284,513.6388269941598,499.06554596944073
1288,515.6172781543212,498.7729751655308
1292,517.5894826114484,498.4408964885101
1296,519.5546515100544,498.06944276542174
1300,521.5119988087815,497.65876257280235
1304,523.460741594808,497.20902017725336
1308,525.4001003970023,496.7203954697364
1312,527.3292994977012,496.19308389361964
1316,529.247567242987,495.6272963665028
1320,531.1541363513378,495.023259195853
1324,533.048244220531,494.38121398848466
1328,534.9291332326735,493.7014175539204
1332,536.7960510572385,492.98414180167015
1336,538.648250951988,492.22967363247125
1340,540.4849920616598,491.4383148235319
1344,542.3055397142997,490.6103819078245
1348,544.1091657151202,489.7462060474762
1352,545.895148637769,488.84613290130915
1356,547.6627741128899,487.9105224865808
1360,549.4113351138608,486.9397490349825
1364,551.1401322395952,485.93420084295144
1368,552.848473994293,484.89428011635727
1372,554.5356770640302,483.82040280962514
1376,556.2010665900743,482.71299845935965
1380,557.84397643882,481.5725100125357
1384,559.4637494682329,480.3993936493257
1388,561.0597377906979,479.1941186006336
1392,562.6313030321655,477.95716696040876
1396,564.1778165874933,476.68903349281476
